Move,Link,Pokemon
Synchronoise,/attackdex-sm/synchronoise.shtml,"['Drowzee', 'Hypno', 'Hoothoot', 'Noctowl', 'Whismur', 'Loudred', 'Exploud', 'Kecleon', 'Chimecho', 'Chatot', 'Munna', 'Sigilyph', 'Elgyem', 'Beheeyem', 'Bruxish', 'Magearna', 'Psyduck', 'Golduck', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Natu', 'Xatu', 'Espeon', 'Umbreon', 'Ralts', 'Kirlia', 'Gardevoir', 'Leafeon', 'Glaceon', 'Gallade', 'Woobat', 'Swoobat', 'Sylveon']"
Synthesis,/attackdex-sm/synthesis.shtml,"['Bulbasaur', 'Ivysaur', 'Venusaur', 'Chikorita', 'Bayleef', 'Meganium', 'Hoppip', 'Skiploom', 'Jumpluff', 'Sunkern', 'Seedot', 'Roselia', 'Tropius', 'Turtwig', 'Grotle', 'Torterra', 'Leafeon', 'Shaymin', 'Petilil', 'Lilligant', 'Maractus', 'Foongus', 'Amoonguss', 'Skiddo', 'Gogoat', 'Rowlet', 'Dartrix', 'Decidueye', 'Fomantis', 'Lurantis', 'Comfey', 'Kartana', 'Oddish', 'Gloom', 'Vileplume', 'Bellsprout', 'Weepinbell', 'Victreebel', 'Exeggcute', 'Exeggutor', 'Bellossom', 'Treecko', 'Grovyle', 'Sceptile', 'Lotad', 'Lombre', 'Ludicolo', 'Budew', 'Roserade', 'Carnivine', 'Deerling', 'Sawsbuck', 'Chespin', 'Quilladin', 'Chesnaught', 'Bounsweet', 'Steenee', 'Tsareena', 'Paras', 'Parasect', 'Tangela', 'Mew', 'Sunflora', 'Celebi', 'Nuzleaf', 'Shiftry', 'Shroomish', 'Breloom', 'Cacnea', 'Cacturne', 'Lileep', 'Cradily', 'Wormadam', 'Cherubi', 'Cherrim', 'Snover', 'Abomasnow', 'Tangrowth', 'Snivy', 'Servine', 'Serperior', 'Pansage', 'Simisage', 'Sewaddle', 'Swadloon', 'Leavanny', 'Virizion', 'Flabébé', 'Floette', 'Florges', 'Pumpkaboo', 'Gourgeist', 'Morelull', 'Shiinotic', 'Dhelmise', 'Tapu Bulu']"
Tackle,/attackdex-sm/tackle.shtml,"['Bulbasaur', 'Ivysaur', 'Venusaur', 'Squirtle', 'Wartortle', 'Blastoise', 'Caterpie', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Rattata', 'Raticate', 'Vulpix', 'Ninetales', 'Venonat', 'Venomoth', 'Geodude', 'Graveler', 'Golem', 'Ponyta', 'Rapidash', 'Slowpoke', 'Slowbro', 'Magnemite', 'Magneton', 'Shellder', 'Cloyster', 'Onix', 'Voltorb', 'Electrode', 'Koffing', 'Weezing', 'Staryu', 'Starmie', 'Tauros', 'Magikarp', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Porygon', 'Snorlax', 'Chikorita', 'Bayleef', 'Meganium', 'Cyndaquil', 'Quilava', 'Typhlosion', 'Hoothoot', 'Noctowl', 'Ledyba', 'Ledian', 'Mareep', 'Flaaffy', 'Ampharos', 'Marill', 'Azumarill', 'Hoppip', 'Skiploom', 'Jumpluff', 'Yanma', 'Espeon', 'Umbreon', 'Slowking', 'Girafarig', 'Pineco', 'Forretress', 'Steelix', 'Snubbull', 'Granbull', 'Qwilfish', 'Heracross', 'Swinub', 'Corsola', 'Mantine', 'Phanpy', 'Porygon2', 'Stantler', 'Tyrogue', 'Miltank', 'Mudkip', 'Marshtomp', 'Swampert', 'Poochyena', 'Mightyena', 'Zigzagoon', 'Linoone', 'Wurmple', 'Shroomish', 'Breloom', 'Makuhita', 'Hariyama', 'Nosepass', 'Skitty', 'Aron', 'Lairon', 'Aggron', 'Electrike', 'Manectric', 'Volbeat', 'Illumise', 'Numel', 'Camerupt', 'Spinda', 'Lunatone', 'Solrock', 'Feebas', 'Castform', 'Relicanth', 'Luvdisc', 'Turtwig', 'Grotle', 'Torterra', 'Prinplup', 'Empoleon', 'Starly', 'Staravia', 'Staraptor', 'Bidoof', 'Bibarel', 'Shinx', 'Luxio', 'Luxray', 'Shieldon', 'Bastiodon', 'Burmy', 'Wormadam', 'Mothim', 'Cherubi', 'Cherrim', 'Bronzor', 'Bronzong', 'Gible', 'Gabite', 'Garchomp', 'Munchlax', 'Hippopotas', 'Hippowdon', 'Mantyke', 'Magnezone', 'Yanmega', 'Leafeon', 'Glaceon', 'Porygon-Z', 'Probopass', 'Snivy', 'Servine', 'Serperior', 'Tepig', 'Pignite', 'Emboar', 'Oshawott', 'Dewott', 'Samurott', 'Patrat', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Roggenrola', 'Boldore', 'Gigalith', 'Sewaddle', 'Swadloon', 'Leavanny', 'Basculin', 'Darumaka', 'Darmanitan', 'Deerling', 'Sawsbuck', 'Ferroseed', 'Ferrothorn', 'Tynamo', 'Stunfisk', 'Heatmor', 'Deino', 'Chesnaught', 'Bunnelby', 'Diggersby', 'Fletchling', 'Fletchinder', 'Talonflame', 'Scatterbug', 'Litleo', 'Pyroar', 'Flabébé', 'Floette', 'Skiddo', 'Gogoat', 'Pancham', 'Pangoro', 'Furfrou', 'Honedge', 'Doublade', 'Swirlix', 'Slurpuff', 'Inkay', 'Malamar', 'Skrelp', 'Dragalge', 'Tyrunt', 'Tyrantrum', 'Sylveon', 'Hawlucha', 'Dedenne', 'Carbink', 'Goomy', 'Sliggoo', 'Goodra', 'Klefki', 'Phantump', 'Trevenant', 'Bergmite', 'Avalugg', 'Noibat', 'Noivern', 'Diancie', 'Rowlet', 'Dartrix', 'Decidueye', 'Yungoos', 'Gumshoos', 'Rockruff', 'Lycanroc', 'Stufful', 'Bewear', 'Passimian', 'Type: Null', 'Silvally', 'Minior', 'Turtonator', 'Togedemaru', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Celesteela', 'Stakataka']"
Tail Glow,/attackdex-sm/tailglow.shtml,"['Volbeat', 'Manaphy', 'Xurkitree']"
Tail Slap,/attackdex-sm/tailslap.shtml,"['Minccino', 'Cinccino', 'Vulpix', 'Ninetales', 'Aipom', 'Buizel', 'Floatzel', 'Ambipom']"
Tail Whip,/attackdex-sm/tailwhip.shtml,"['Squirtle', 'Wartortle', 'Blastoise', 'Rattata', 'Raticate', 'Pikachu', 'Raichu', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Vulpix', 'Ninetales', 'Psyduck', 'Golduck', 'Ponyta', 'Rapidash', 'Cubone', 'Marowak', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Goldeen', 'Seaking', 'Tauros', 'Eevee', 'Vaporeon', 'Jolteon', 'Flareon', 'Pichu', 'Marill', 'Azumarill', 'Hoppip', 'Skiploom', 'Jumpluff', 'Aipom', 'Wooper', 'Quagsire', 'Espeon', 'Umbreon', 'Snubbull', 'Granbull', 'Blissey', 'Zigzagoon', 'Linoone', 'Azurill', 'Skitty', 'Kecleon', 'Ambipom', 'Rhyperior', 'Leafeon', 'Glaceon', 'Tepig', 'Pignite', 'Emboar', 'Oshawott', 'Dewott', 'Samurott', 'Blitzle', 'Zebstrika', 'Basculin', 'Emolga', 'Fennekin', 'Braixen', 'Delphox', 'Skiddo', 'Gogoat', 'Furfrou', 'Skrelp', 'Dragalge', 'Helioptile', 'Tyrunt', 'Tyrantrum', 'Sylveon', 'Dedenne', 'Meltan', 'Melmetal', 'Meowth', 'Persian', 'Pachirisu', 'Glameow', 'Purugly', 'Minccino', 'Cinccino']"
Tailwind,/attackdex-sm/tailwind.shtml,"['Butterfree', 'Pidgey', 'Pidgeotto', 'Pidgeot', 'Articuno', 'Xatu', 'Murkrow', 'Suicune', 'Pelipper', 'Pidove', 'Tranquill', 'Unfezant', 'Whimsicott', 'Sigilyph', 'Ducklett', 'Swanna', 'Rufflet', 'Braviary', 'Vullaby', 'Mandibuzz', 'Tornadus', 'Fletchling', 'Fletchinder', 'Talonflame', 'Noibat', 'Noivern', 'Aerodactyl', 'Ledyba', 'Ledian', 'Drifloon', 'Drifblim', 'Mantyke', 'Pikipek', 'Trumbeak', 'Toucannon', 'Oricorio', 'Charizard', 'Beedrill', 'Spearow', 'Fearow', 'Zubat', 'Golbat', 'Venomoth', ""Farfetch'd"", 'Scyther', 'Zapdos', 'Moltres', 'Dragonite', 'Mew', 'Hoothoot', 'Noctowl', 'Crobat', 'Togetic', 'Natu', 'Yanma', 'Gligar', 'Scizor', 'Mantine', 'Skarmory', 'Lugia', 'Ho-Oh', 'Beautifly', 'Dustox', 'Shiftry', 'Taillow', 'Swellow', 'Wingull', 'Masquerain', 'Volbeat', 'Illumise', 'Vibrava', 'Flygon', 'Swablu', 'Altaria', 'Castform', 'Tropius', 'Salamence', 'Latias', 'Latios', 'Rayquaza', 'Starly', 'Staravia', 'Staraptor', 'Mothim', 'Combee', 'Vespiquen', 'Honchkrow', 'Chatot', 'Finneon', 'Lumineon', 'Togekiss', 'Yanmega', 'Gliscor', 'Arceus', 'Woobat', 'Swoobat', 'Cottonee', 'Archen', 'Archeops', 'Emolga', 'Hydreigon', 'Volcarona', 'Reshiram', 'Zekrom', 'Vivillon', 'Hawlucha', 'Yveltal', 'Decidueye', 'Cutiefly', 'Ribombee', 'Comfey', 'Silvally', 'Drampa', 'Lunala', 'Kartana', 'Naganadel']"
Take Down,/attackdex-sm/takedown.shtml,"['Bulbasaur', 'Ivysaur', 'Venusaur', 'Growlithe', 'Geodude', 'Graveler', 'Golem', 'Ponyta', 'Rapidash', 'Seel', 'Dewgong', 'Rhyhorn', 'Rhydon', 'Chansey', 'Tauros', 'Eevee', 'Aerodactyl', 'Hoothoot', 'Noctowl', 'Chinchou', 'Lanturn', 'Mareep', 'Flaaffy', 'Ampharos', 'Pineco', 'Forretress', 'Dunsparce', 'Qwilfish', 'Heracross', 'Swinub', 'Piloswine', 'Mantine', 'Phanpy', 'Stantler', 'Blissey', 'Mudkip', 'Marshtomp', 'Swampert', 'Poochyena', 'Mightyena', 'Zigzagoon', 'Aron', 'Lairon', 'Aggron', 'Carvanha', 'Numel', 'Camerupt', 'Swablu', 'Altaria', 'Chimecho', 'Relicanth', 'Luvdisc', 'Beldum', 'Metang', 'Metagross', 'Starly', 'Staravia', 'Staraptor', 'Bidoof', 'Bibarel', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Cherubi', 'Cherrim', 'Gible', 'Gabite', 'Garchomp', 'Hippopotas', 'Hippowdon', 'Mantyke', 'Rhyperior', 'Mamoswine', 'Tepig', 'Pignite', 'Emboar', 'Lillipup', 'Herdier', 'Stoutland', 'Audino', 'Basculin', 'Trubbish', 'Deerling', 'Sawsbuck', 'Karrablast', 'Larvesta', 'Cobalion', 'Terrakion', 'Virizion', 'Keldeo', 'Chespin', 'Quilladin', 'Chesnaught', 'Bunnelby', 'Diggersby', 'Litleo', 'Pyroar', 'Skiddo', 'Gogoat', 'Furfrou', 'Amaura', 'Aurorus', 'Bergmite', 'Avalugg', 'Xerneas', 'Volcanion', 'Yungoos', 'Gumshoos', 'Wishiwashi', 'Stufful', 'Bewear', 'Passimian', 'Type: Null', 'Silvally', 'Minior', 'Stakataka', 'Nidoran♀', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Shellder', 'Cloyster', 'Kabuto', 'Kabutops', 'Girafarig', 'Teddiursa', 'Ursaring', 'Seedot', 'Nuzleaf', 'Shiftry', 'Whismur', 'Loudred', 'Exploud', 'Barboach', 'Whiscash', 'Shinx', 'Luxio', 'Luxray', 'Blitzle', 'Zebstrika', 'Roggenrola', 'Boldore', 'Gigalith', 'Venipede', 'Whirlipede', 'Scolipede', 'Darumaka', 'Darmanitan']"
Taunt,/attackdex-sm/taunt.shtml,"['Meowth', 'Persian', 'Mankey', 'Primeape', 'Murkrow', 'Sneasel', 'Poochyena', 'Mightyena', 'Mawile', 'Sharpedo', 'Zangoose', 'Corphish', 'Crawdaunt', 'Absol', 'Deoxys', 'Chimchar', 'Monferno', 'Infernape', 'Kricketune', 'Shieldon', 'Bastiodon', 'Chatot', 'Croagunk', 'Toxicroak', 'Weavile', 'Liepard', 'Panpour', 'Pidove', 'Tranquill', 'Unfezant', 'Darumaka', 'Darmanitan', 'Zorua', 'Zoroark', 'Vanillite', 'Vanillish', 'Vanilluxe', 'Axew', 'Fraxure', 'Haxorus', 'Pangoro', 'Yveltal', 'Lycanroc', 'Oranguru', 'Pyukumuku', 'Buzzwole', 'Rattata', 'Raticate', 'Nidoqueen', 'Nidoking', 'Zubat', 'Golbat', 'Abra', 'Kadabra', 'Alakazam', 'Dodrio', 'Grimer', 'Muk', 'Gastly', 'Haunter', 'Gengar', 'Onix', 'Drowzee', 'Hypno', 'Voltorb', 'Electrode', 'Koffing', 'Weezing', 'Mr. Mime', 'Jynx', 'Gyarados', 'Aerodactyl', 'Mewtwo', 'Mew', 'Crobat', 'Sudowoodo', 'Aipom', 'Umbreon', 'Misdreavus', 'Gligar', 'Steelix', 'Snubbull', 'Granbull', 'Qwilfish', 'Teddiursa', 'Ursaring', 'Skarmory', 'Houndour', 'Houndoom', 'Larvitar', 'Pupitar', 'Tyranitar', 'Ralts', 'Kirlia', 'Gardevoir', 'Vigoroth', 'Slaking', 'Loudred', 'Exploud', 'Nosepass', 'Sableye', 'Aggron', 'Carvanha', 'Spoink', 'Grumpig', 'Seviper', 'Shuppet', 'Banette', 'Duskull', 'Dusclops', 'Chimecho', 'Glalie', 'Bidoof', 'Bibarel', 'Floatzel', 'Ambipom', 'Mismagius', 'Honchkrow', 'Glameow', 'Purugly', 'Chingling', 'Stunky', 'Skuntank', 'Mime Jr.', 'Spiritomb', 'Skorupi', 'Drapion', 'Electivire', 'Magmortar', 'Gliscor', 'Gallade', 'Probopass', 'Dusknoir', 'Froslass', 'Azelf', 'Heatran', 'Darkrai', 'Victini', 'Snivy', 'Servine', 'Serperior', 'Tepig', 'Pignite', 'Emboar', 'Oshawott', 'Dewott', 'Samurott', 'Purrloin', 'Pansage', 'Simisage', 'Pansear', 'Simisear', 'Simipour', 'Woobat', 'Swoobat', 'Timburr', 'Gurdurr', 'Conkeldurr', 'Throh', 'Sawk', 'Cottonee', 'Whimsicott', 'Basculin', 'Sandile', 'Krokorok', 'Krookodile', 'Scraggy', 'Scrafty', 'Archen', 'Archeops', 'Gothita', 'Gothorita', 'Gothitelle', 'Emolga', 'Frillish', 'Jellicent', 'Litwick', 'Lampent', 'Chandelure', 'Beartic', 'Mienfoo', 'Mienshao', 'Druddigon', 'Pawniard', 'Bisharp', 'Bouffalant', 'Vullaby', 'Mandibuzz', 'Heatmor', 'Deino', 'Zweilous', 'Hydreigon', 'Cobalion', 'Terrakion', 'Virizion', 'Tornadus', 'Thundurus', 'Keldeo', 'Chespin', 'Quilladin', 'Chesnaught', 'Froakie', 'Frogadier', 'Greninja', 'Fletchling', 'Fletchinder', 'Talonflame', 'Litleo', 'Pyroar', 'Inkay', 'Malamar', 'Binacle', 'Barbaracle', 'Hawlucha', 'Noibat', 'Noivern', 'Hoopa', 'Litten', 'Torracat', 'Incineroar', 'Yungoos', 'Gumshoos', 'Oricorio', 'Rockruff', 'Salandit', 'Salazzle', 'Stufful', 'Bewear', 'Comfey', 'Passimian', 'Wimpod', 'Golisopod', 'Turtonator', 'Mimikyu', 'Bruxish', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Tapu Koko', 'Tapu Lele', 'Tapu Bulu', 'Tapu Fini', 'Pheromosa', 'Blacephalon', 'Zeraora', 'Electabuzz', 'Magmar']"
Tearful Look,/attackdex-sm/tearfullook.shtml,"['Sudowoodo', 'Bonsly', 'Wishiwashi', 'Plusle', 'Minun', 'Patrat', 'Watchog', 'Flabébé', 'Floette', 'Florges', 'Dedenne']"
Techno Blast,/attackdex-sm/technoblast.shtml,['Genesect']
Tectonic Rage,/attackdex-sm/tectonicrage.shtml,"['Venusaur', 'Charizard', 'Blastoise', 'Beedrill', 'Raticate', 'Spearow', 'Fearow', 'Ekans', 'Arbok', 'Sandshrew', 'Sandslash', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Diglett', 'Dugtrio', 'Psyduck', 'Golduck', 'Mankey', 'Primeape', 'Arcanine', 'Poliwag', 'Poliwhirl', 'Poliwrath', 'Machop', 'Machoke', 'Machamp', 'Geodude', 'Graveler', 'Golem', 'Ponyta', 'Rapidash', 'Slowpoke', 'Slowbro', ""Farfetch'd"", 'Dodrio', 'Seel', 'Dewgong', 'Grimer', 'Muk', 'Shellder', 'Cloyster', 'Onix', 'Krabby', 'Kingler', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonlee', 'Hitmonchan', 'Lickitung', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Goldeen', 'Seaking', 'Pinsir', 'Tauros', 'Gyarados', 'Lapras', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Aerodactyl', 'Snorlax', 'Dragonite', 'Mewtwo', 'Mew', 'Meganium', 'Typhlosion', 'Feraligatr', 'Ariados', 'Ampharos', 'Azumarill', 'Sudowoodo', 'Politoed', 'Sunkern', 'Sunflora', 'Wooper', 'Quagsire', 'Slowking', 'Girafarig', 'Pineco', 'Forretress', 'Dunsparce', 'Gligar', 'Steelix', 'Snubbull', 'Granbull', 'Shuckle', 'Heracross', 'Teddiursa', 'Ursaring', 'Slugma', 'Magcargo', 'Swinub', 'Piloswine', 'Corsola', 'Remoraid', 'Octillery', 'Mantine', 'Phanpy', 'Donphan', 'Stantler', 'Tyrogue', 'Hitmontop', 'Miltank', 'Blissey', 'Raikou', 'Entei', 'Suicune', 'Larvitar', 'Pupitar', 'Tyranitar', 'Lugia', 'Ho-Oh', 'Celebi', 'Sceptile', 'Blaziken', 'Mudkip', 'Marshtomp', 'Swampert', 'Zigzagoon', 'Linoone', 'Surskit', 'Masquerain', 'Vigoroth', 'Slaking', 'Nincada', 'Ninjask', 'Shedinja', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Nosepass', 'Skitty', 'Delcatty', 'Aron', 'Lairon', 'Aggron', 'Gulpin', 'Swalot', 'Sharpedo', 'Wailmer', 'Wailord', 'Numel', 'Camerupt', 'Torkoal', 'Grumpig', 'Spinda', 'Trapinch', 'Vibrava', 'Flygon', 'Cacturne', 'Altaria', 'Seviper', 'Lunatone', 'Solrock', 'Barboach', 'Whiscash', 'Baltoy', 'Claydol', 'Lileep', 'Cradily', 'Anorith', 'Armaldo', 'Milotic', 'Dusclops', 'Tropius', 'Glalie', 'Spheal', 'Sealeo', 'Walrein', 'Relicanth', 'Salamence', 'Metang', 'Metagross', 'Regirock', 'Regice', 'Registeel', 'Latias', 'Latios', 'Kyogre', 'Groudon', 'Rayquaza', 'Deoxys', 'Turtwig', 'Grotle', 'Torterra', 'Infernape', 'Piplup', 'Prinplup', 'Empoleon', 'Bibarel', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Wormadam', 'Buizel', 'Floatzel', 'Shellos', 'Gastrodon', 'Purugly', 'Bronzor', 'Bronzong', 'Bonsly', 'Happiny', 'Gible', 'Gabite', 'Garchomp', 'Munchlax', 'Riolu', 'Lucario', 'Hippopotas', 'Hippowdon', 'Drapion', 'Croagunk', 'Toxicroak', 'Mantyke', 'Abomasnow', 'Lickilicky', 'Rhyperior', 'Tangrowth', 'Electivire', 'Magmortar', 'Gliscor', 'Mamoswine', 'Gallade', 'Probopass', 'Dusknoir', 'Dialga', 'Palkia', 'Heatran', 'Regigigas', 'Giratina', 'Shaymin', 'Arceus', 'Tepig', 'Pignite', 'Emboar', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Roggenrola', 'Boldore', 'Gigalith', 'Drilbur', 'Excadrill', 'Audino', 'Conkeldurr', 'Tympole', 'Palpitoad', 'Seismitoad', 'Throh', 'Sawk', 'Scolipede', 'Basculin', 'Sandile', 'Krokorok', 'Krookodile', 'Darmanitan', 'Dwebble', 'Crustle', 'Tirtouga', 'Carracosta', 'Archen', 'Archeops', 'Garbodor', 'Minccino', 'Cinccino', 'Sawsbuck', 'Karrablast', 'Escavalier', 'Amoonguss', 'Ferrothorn', 'Fraxure', 'Haxorus', 'Beartic', 'Shelmet', 'Accelgor', 'Stunfisk', 'Druddigon', 'Golett', 'Golurk', 'Bouffalant', 'Mandibuzz', 'Heatmor', 'Durant', 'Deino', 'Zweilous', 'Hydreigon', 'Terrakion', 'Reshiram', 'Zekrom', 'Landorus', 'Kyurem', 'Chespin', 'Quilladin', 'Chesnaught', 'Bunnelby', 'Diggersby', 'Litleo', 'Pyroar', 'Skiddo', 'Gogoat', 'Pancham', 'Pangoro', 'Binacle', 'Barbaracle', 'Helioptile', 'Heliolisk', 'Tyrunt', 'Tyrantrum', 'Amaura', 'Aurorus', 'Carbink', 'Goodra', 'Phantump', 'Trevenant', 'Avalugg', 'Zygarde', 'Diancie', 'Volcanion', 'Incineroar', 'Yungoos', 'Gumshoos', 'Grubbin', 'Charjabug', 'Vikavolt', 'Crabrawler', 'Crabominable', 'Rockruff', 'Lycanroc', 'Wishiwashi', 'Mudbray', 'Mudsdale', 'Stufful', 'Bewear', 'Oranguru', 'Passimian', 'Golisopod', 'Sandygast', 'Palossand', 'Minior', 'Komala', 'Turtonator', 'Drampa', 'Dhelmise', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Solgaleo', 'Buzzwole', 'Pheromosa', 'Celesteela', 'Guzzlord', 'Necrozma', 'Stakataka']"
Tectonic Rage,/attackdex-sm/tectonicrage.shtml,"['Venusaur', 'Charizard', 'Blastoise', 'Beedrill', 'Raticate', 'Spearow', 'Fearow', 'Ekans', 'Arbok', 'Sandshrew', 'Sandslash', 'Nidorina', 'Nidoqueen', 'Nidoran♂', 'Nidorino', 'Nidoking', 'Diglett', 'Dugtrio', 'Psyduck', 'Golduck', 'Mankey', 'Primeape', 'Arcanine', 'Poliwag', 'Poliwhirl', 'Poliwrath', 'Machop', 'Machoke', 'Machamp', 'Geodude', 'Graveler', 'Golem', 'Ponyta', 'Rapidash', 'Slowpoke', 'Slowbro', ""Farfetch'd"", 'Dodrio', 'Seel', 'Dewgong', 'Grimer', 'Muk', 'Shellder', 'Cloyster', 'Onix', 'Krabby', 'Kingler', 'Exeggutor', 'Cubone', 'Marowak', 'Hitmonlee', 'Hitmonchan', 'Lickitung', 'Rhyhorn', 'Rhydon', 'Chansey', 'Kangaskhan', 'Goldeen', 'Seaking', 'Pinsir', 'Tauros', 'Gyarados', 'Lapras', 'Omanyte', 'Omastar', 'Kabuto', 'Kabutops', 'Aerodactyl', 'Snorlax', 'Dragonite', 'Mewtwo', 'Mew', 'Meganium', 'Typhlosion', 'Feraligatr', 'Ariados', 'Ampharos', 'Azumarill', 'Sudowoodo', 'Politoed', 'Sunkern', 'Sunflora', 'Wooper', 'Quagsire', 'Slowking', 'Girafarig', 'Pineco', 'Forretress', 'Dunsparce', 'Gligar', 'Steelix', 'Snubbull', 'Granbull', 'Shuckle', 'Heracross', 'Teddiursa', 'Ursaring', 'Slugma', 'Magcargo', 'Swinub', 'Piloswine', 'Corsola', 'Remoraid', 'Octillery', 'Mantine', 'Phanpy', 'Donphan', 'Stantler', 'Tyrogue', 'Hitmontop', 'Miltank', 'Blissey', 'Raikou', 'Entei', 'Suicune', 'Larvitar', 'Pupitar', 'Tyranitar', 'Lugia', 'Ho-Oh', 'Celebi', 'Sceptile', 'Blaziken', 'Mudkip', 'Marshtomp', 'Swampert', 'Zigzagoon', 'Linoone', 'Surskit', 'Masquerain', 'Vigoroth', 'Slaking', 'Nincada', 'Ninjask', 'Shedinja', 'Loudred', 'Exploud', 'Makuhita', 'Hariyama', 'Nosepass', 'Skitty', 'Delcatty', 'Aron', 'Lairon', 'Aggron', 'Gulpin', 'Swalot', 'Sharpedo', 'Wailmer', 'Wailord', 'Numel', 'Camerupt', 'Torkoal', 'Grumpig', 'Spinda', 'Trapinch', 'Vibrava', 'Flygon', 'Cacturne', 'Altaria', 'Seviper', 'Lunatone', 'Solrock', 'Barboach', 'Whiscash', 'Baltoy', 'Claydol', 'Lileep', 'Cradily', 'Anorith', 'Armaldo', 'Milotic', 'Dusclops', 'Tropius', 'Glalie', 'Spheal', 'Sealeo', 'Walrein', 'Relicanth', 'Salamence', 'Metang', 'Metagross', 'Regirock', 'Regice', 'Registeel', 'Latias', 'Latios', 'Kyogre', 'Groudon', 'Rayquaza', 'Deoxys', 'Turtwig', 'Grotle', 'Torterra', 'Infernape', 'Piplup', 'Prinplup', 'Empoleon', 'Bibarel', 'Cranidos', 'Rampardos', 'Shieldon', 'Bastiodon', 'Wormadam', 'Buizel', 'Floatzel', 'Shellos', 'Gastrodon', 'Purugly', 'Bronzor', 'Bronzong', 'Bonsly', 'Happiny', 'Gible', 'Gabite', 'Garchomp', 'Munchlax', 'Riolu', 'Lucario', 'Hippopotas', 'Hippowdon', 'Drapion', 'Croagunk', 'Toxicroak', 'Mantyke', 'Abomasnow', 'Lickilicky', 'Rhyperior', 'Tangrowth', 'Electivire', 'Magmortar', 'Gliscor', 'Mamoswine', 'Gallade', 'Probopass', 'Dusknoir', 'Dialga', 'Palkia', 'Heatran', 'Regigigas', 'Giratina', 'Shaymin', 'Arceus', 'Tepig', 'Pignite', 'Emboar', 'Watchog', 'Lillipup', 'Herdier', 'Stoutland', 'Roggenrola', 'Boldore', 'Gigalith', 'Drilbur', 'Excadrill', 'Audino', 'Conkeldurr', 'Tympole', 'Palpitoad', 'Seismitoad', 'Throh', 'Sawk', 'Scolipede', 'Basculin', 'Sandile', 'Krokorok', 'Krookodile', 'Darmanitan', 'Dwebble', 'Crustle', 'Tirtouga', 'Carracosta', 'Archen', 'Archeops', 'Garbodor', 'Minccino', 'Cinccino', 'Sawsbuck', 'Karrablast', 'Escavalier', 'Amoonguss', 'Ferrothorn', 'Fraxure', 'Haxorus', 'Beartic', 'Shelmet', 'Accelgor', 'Stunfisk', 'Druddigon', 'Golett', 'Golurk', 'Bouffalant', 'Mandibuzz', 'Heatmor', 'Durant', 'Deino', 'Zweilous', 'Hydreigon', 'Terrakion', 'Reshiram', 'Zekrom', 'Landorus', 'Kyurem', 'Chespin', 'Quilladin', 'Chesnaught', 'Bunnelby', 'Diggersby', 'Litleo', 'Pyroar', 'Skiddo', 'Gogoat', 'Pancham', 'Pangoro', 'Binacle', 'Barbaracle', 'Helioptile', 'Heliolisk', 'Tyrunt', 'Tyrantrum', 'Amaura', 'Aurorus', 'Carbink', 'Goodra', 'Phantump', 'Trevenant', 'Avalugg', 'Zygarde', 'Diancie', 'Volcanion', 'Incineroar', 'Yungoos', 'Gumshoos', 'Grubbin', 'Charjabug', 'Vikavolt', 'Crabrawler', 'Crabominable', 'Rockruff', 'Lycanroc', 'Wishiwashi', 'Mudbray', 'Mudsdale', 'Stufful', 'Bewear', 'Oranguru', 'Passimian', 'Golisopod', 'Sandygast', 'Palossand', 'Minior', 'Komala', 'Turtonator', 'Drampa', 'Dhelmise', 'Jangmo-o', 'Hakamo-o', 'Kommo-o', 'Solgaleo', 'Buzzwole', 'Pheromosa', 'Celesteela', 'Guzzlord', 'Necrozma', 'Stakataka']"
Teeter Dance,/attackdex-sm/teeterdance.shtml,"['Grumpig', 'Spinda', 'Lilligant', 'Meloetta', 'Oricorio', 'Bounsweet', 'Steenee', 'Tsareena', 'Pikachu', 'Oddish', 'Gloom', 'Vileplume', 'Mr. Mime', 'Bellossom', 'Lotad', 'Lombre', 'Ludicolo', 'Cacnea', 'Cacturne', 'Buneary', 'Lopunny', 'Mime Jr.']"
